Time,Driver,DriverNumber,Team,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,AirTemp,TrackTemp,Rainfall,Humidity,WindSpeed,WindDirection,TrackLenght,NumTurns,Traction,AsphaltGrip,AsphaltAbrasion,TrackEvolution,TyreStress,Braking,LateralLoad,Downforce,Soft,Medium,Hard,Location,Country,Year,EventDate,Max_Straight_Speed,Avg_Lap_Speed,Min_Corner_Speed,Peak_Cornering_G,Peak_Braking_G,Peak_Acceleration_G,Peak_Downforce_N,Avg_Downforce_N,Peak_Drag_N,Peak_Front_Load_N,Peak_Rear_Load_N,Rank
0 days 01:28:09.036000,ALO,14,Alpine,81.944,28.0,5.0,23.464,26.288,32.192,INTERMEDIATE,3.0,True,15.1,18.0,False,62.0,4.0,353,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,84.44444444444444,52.51418364759696,23.333333333333332,4.674113937330767,-3.417987201731428,3.1710845987100984,27472.545679012346,12076.193298218672,7425.012345679012,14479.863794575214,21773.641266837003,2
0 days 01:27:50.441000,SAI,55,Ferrari,82.096,28.0,5.0,23.149,26.092,32.855,INTERMEDIATE,4.0,True,15.1,18.0,False,62.0,4.0,353,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,84.44444444444444,52.5206191650747,20.805554488888887,5.003920284640463,-4.119657610561957,1.4079423964067952,27472.545679012346,12190.646886083503,7425.012345679012,14170.360352093934,21771.66084004877,3
0 days 01:25:54.785000,HAM,44,Mercedes,82.891,29.0,6.0,23.547,26.303,33.041,INTERMEDIATE,3.0,True,15.1,18.1,False,65.0,1.3,358,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,83.33333333333333,51.87291672897073,20.833333333333332,4.762743349220173,-3.6618725224448436,1.337448139982027,26754.340277777774,11884.724282431423,7230.9027777777765,13351.244253120496,21315.551176377012,4
0 days 01:24:22.609000,MAG,20,Haas F1 Team,82.96,29.0,5.0,23.812,26.585,32.563,INTERMEDIATE,2.0,True,15.0,18.3,False,63.0,2.7,347,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,83.61111111111111,52.10662496519134,22.22222222222222,5.2850891026966975,-3.8214156737079956,1.4063303156300848,26932.999816743828,11876.426107157387,7279.189139660494,13972.785000746908,21424.842018038365,5
0 days 01:28:03.741000,MSC,47,Haas F1 Team,83.356,30.0,5.0,24.148,26.5,32.708,INTERMEDIATE,4.0,True,15.1,18.0,False,62.0,4.0,353,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,84.16666666666667,51.73566813503791,23.61111111111111,4.4298335258127075,-3.7952717265456637,1.4374291561428536,27292.102517361116,11916.552966478512,7376.243923611111,14286.473061710096,21640.17803039695,6
0 days 01:28:00.708000,OCO,31,Alpine,83.529,29.0,5.0,23.855,26.667,33.007,INTERMEDIATE,3.0,True,15.1,18.0,False,62.0,4.0,353,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,84.16666666666667,51.50803705484352,20.27777777777778,3.83753624001327,-3.7089394001308578,1.257699232275165,27292.102517361116,11977.776375493548,7376.243923611111,14448.515511904936,21663.53370108424,7
0 days 01:19:32.666000,RUS,63,Mercedes,83.557,25.0,5.0,23.985,26.718,32.854,INTERMEDIATE,3.0,True,14.6,18.3,False,64.0,3.7,19,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,82.77777777777777,51.56460314112332,17.5,4.484267434017552,-3.4149565071729837,1.5649502871815968,26398.80482253086,11801.59934589521,7134.81211419753,14044.189255556721,21080.478772678944,8
0 days 01:25:21.104000,RIC,3,McLaren,83.749,27.0,6.0,23.609,26.834,33.306,INTERMEDIATE,2.0,True,15.0,18.3,False,64.0,1.8,94,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,82.5,51.41574801197679,22.22222222222222,5.10657907356461,-3.364365957039725,1.3791093355062825,26221.928906250003,11736.268887492854,7087.0078125,13648.490016680713,20978.920631905865,9
0 days 01:27:34.642000,ZHO,24,Alfa Romeo,84.03,30.0,6.0,23.535,27.325,33.17,INTERMEDIATE,3.0,True,15.2,18.1,False,62.0,2.7,10,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,83.61111111111111,51.33967543483824,19.744444444444444,4.815099905403879,-3.697216603355532,1.2257735956164189,26932.999816743828,11882.886114871722,7279.189139660494,14171.26266659468,21385.181095400378,10
0 days 01:07:06.578000,BOT,77,Alfa Romeo,86.788,20.0,3.0,25.442,27.654,33.692,INTERMEDIATE,6.0,True,14.4,17.8,False,66.0,2.5,10,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,83.05555555555556,49.76185123609982,20.83829307936508,4.56697835628154,-3.273403247046459,1.4984135596960277,26576.275279706795,11108.52269930471,7182.777102623458,13438.63994333221,21198.73929630296,11
0 days 01:07:42.314000,ALB,23,Williams,86.858,20.0,3.0,25.449,28.015,33.394,INTERMEDIATE,6.0,True,14.4,17.8,False,66.0,2.5,10,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,86.38888888888889,49.61086261207591,20.046295703703702,6.556305726977132,-3.508486528596086,1.4298052030316062,28752.294955632715,11115.724428652997,7770.890528549383,14990.743261354142,22579.840093857165,12
0 days 00:44:28.972000,PER,11,Red Bull Racing,93.127,13.0,2.0,27.049,29.57,36.508,INTERMEDIATE,2.0,True,13.0,18.6,False,82.0,0.8,326,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,84.44444444444444,46.67226678145443,20.0,6.025277343264551,-2.838998054188267,1.1970769776118473,27472.545679012346,10112.55405656229,7425.012345679012,14356.102179270581,21782.76353876153,13
0 days 00:30:40.201000,NOR,4,McLaren,94.066,9.0,1.0,27.64,30.186,36.24,WET,9.0,True,12.9,18.3,True,84.0,2.5,354,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,80.83333333333333,45.89889067630705,19.23611111111111,3.7004473621765714,-2.612646789419853,1.1297635055771609,25173.15876736111,9849.516314560566,6803.55642361111,13151.261951813278,20298.106842129924,14
0 days 00:31:34.947000,LEC,16,Ferrari,93.008,9.0,1.0,26.783,30.379,35.846,WET,9.0,True,12.9,18.3,True,84.0,2.2,317,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,83.33333333333333,46.187895602848364,17.57407288888889,3.0455127465931637,-3.0174377490146496,1.3970382218928754,26754.340277777774,9812.090120839888,7230.9027777777765,14079.795411178431,21352.40218742521,15
0 days 00:33:01.687000,GAS,10,AlphaTauri,94.492,10.0,2.0,27.408,30.742,36.342,WET,3.0,True,12.9,18.2,True,84.0,1.7,7,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,82.5,45.59557383801951,18.88888888888889,3.4354589528093524,-2.9719149173373474,1.5248082065025446,26221.928906250003,9627.011291886396,7087.0078125,14129.105475843435,20975.239340938646,16
0 days 00:32:48.569000,VET,5,Aston Martin,94.512,10.0,2.0,27.469,30.436,36.607,WET,4.0,True,12.9,18.2,True,84.0,1.7,7,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,82.77777777777777,45.506327466725644,19.444444444444443,6.622092403900863,-2.352885867036358,1.3478827945249097,26398.80482253086,9596.51360837357,7134.81211419753,13938.719643968976,21090.219662032458,17
0 days 00:31:40.944000,STR,18,Aston Martin,95.532,9.0,2.0,27.833,30.977,36.722,WET,3.0,True,12.9,18.3,True,84.0,2.2,317,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,82.5,45.10618068589104,17.991070476190476,3.082455564975599,-2.554214601232973,1.2944402980046894,26221.928906250003,9416.151143704059,7087.0078125,13655.833952325649,20974.110156391464,18
0 days 00:33:38.452000,LAT,6,Williams,95.66,10.0,1.0,28.092,31.003,36.565,WET,10.0,True,12.9,18.2,True,84.0,1.7,7,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,85.55555555555556,44.89235246170614,19.72222222222222,3.1774976134484008,-2.8490121955976124,1.2190834102717765,28200.263734567903,9464.130346333885,7621.692901234568,14416.048181991597,22222.08677331961,19
0 days 00:21:31.655000,TSU,22,AlphaTauri,96.575,3.0,1.0,28.055,31.422,37.098,WET,3.0,True,12.8,18.2,True,85.0,1.1,41,4.361,14,4,2,1,5,3,5,1,1,C6,C5,C4,Montréal,Canada,2022,2022-06-19,82.22222222222221,44.57222358544709,15.131943999999999,4.820670659391304,-2.621806967839495,1.3089835446702123,26045.647530864193,9279.639943599754,7039.364197530863,13828.673667717967,20852.553730315496,20
0 days 00:34:09.817000,SAI,55,Ferrari,100.19,10.0,1.0,31.472,40.544,28.174,INTERMEDIATE,10.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,83.05555555555556,58.25146346774176,45.55555555555556,6.350934961804024,-3.0650698729462715,1.509269906481217,26576.275279706795,14499.014985606622,7182.777102623458,13808.08042848516,21172.006120060905,1
0 days 00:33:24.360000,VER,1,Red Bull Racing,99.129,9.0,1.0,31.307,40.26,27.562,INTERMEDIATE,9.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.77777777777777,58.72604968711998,36.11111111111111,5.181562153710148,-3.205097384700885,1.5034783084634142,26398.80482253086,14694.662510613227,7134.81211419753,13789.851781559872,21058.39580026155,2
0 days 00:33:17.117000,LEC,16,Ferrari,99.846,10.0,1.0,31.399,40.38,28.067,INTERMEDIATE,10.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.5,58.35825064333734,51.381076,6.049283300940851,-3.194740521119006,1.4146081839412799,26221.928906250003,14468.887197730517,7087.0078125,14011.510803720526,20971.99697282395,3
0 days 00:33:48.534000,PER,11,Red Bull Racing,100.521,9.0,1.0,32.117,40.548,27.856,INTERMEDIATE,9.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.77777777777777,58.01162600885297,40.0,5.6437715704133,-2.7998957804156706,1.4005028674286215,26398.80482253086,14466.099238150982,7134.81211419753,13730.254417737018,21074.08801788408,4
0 days 00:34:32.449000,HAM,44,Mercedes,100.428,10.0,1.0,31.47,40.747,28.211,INTERMEDIATE,10.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,83.61111111111111,57.94783010859989,42.22222222222222,5.949484052544539,-3.60619586113985,1.263979221359452,26932.999816743828,14491.704758595086,7279.189139660494,13809.674801007379,21326.451626537902,5
0 days 00:31:12.804000,NOR,4,McLaren,101.515,8.0,1.0,31.806,41.189,28.52,INTERMEDIATE,8.0,True,14.4,20.6,False,88.0,2.0,232,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,81.66666666666667,57.39578261690847,37.5,5.617428760914154,-3.3133418327798414,1.2805836605766494,25694.86840277778,14141.580170564373,6944.559027777778,13826.356898403048,20527.09918286406,6
0 days 00:34:35.657000,ALO,14,Alpine,101.598,7.0,1.0,31.736,41.284,28.578,INTERMEDIATE,7.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,81.94444444444444,57.28615791959351,36.84722133333333,6.0839906243372,-2.64867964061661,1.2934900940187415,25869.96069637346,14019.460651317808,6991.881269290124,13502.444662759779,20752.912456032696,7
0 days 00:34:24.583000,RUS,63,Mercedes,100.028,10.0,1.0,31.365,40.655,28.008,INTERMEDIATE,10.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,83.05555555555556,58.138879321562364,21.666666666666668,6.3100369553447555,-3.3323327215077367,1.460746632802878,26576.275279706795,14478.823692712918,7182.777102623458,13763.656408267772,21146.962533662616,8
0 days 00:34:19.365000,ZHO,24,Alfa Romeo,100.791,10.0,1.0,32.167,40.837,27.787,INTERMEDIATE,10.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.22222222222221,57.923249078941616,39.66389048888889,4.539692788181852,-2.9781234583201592,1.3190294920848937,26045.647530864193,14438.844327015337,7039.364197530863,13856.688693407574,20832.017290726602,9
0 days 00:33:43.805000,LAT,6,Williams,101.998,10.0,2.0,32.157,41.413,28.428,INTERMEDIATE,3.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,84.16666666666667,56.95078535338158,37.470834133333334,5.574941219771249,-4.015920560352129,1.3939445586667167,27292.102517361116,13986.40969568083,7376.243923611111,13797.622272819774,21525.3282288138,10
0 days 00:32:49.315000,GAS,10,AlphaTauri,101.68,9.0,1.0,31.892,41.283,28.505,INTERMEDIATE,9.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,81.11111111111111,57.15717987151461,38.22222380246914,4.682355152669303,-3.049287138164821,1.4256939425472894,25346.467438271608,13887.568347048622,6850.396604938272,13652.624976800407,20449.18580485254,11
0 days 00:34:14.959000,BOT,77,Alfa Romeo,101.396,10.0,1.0,31.667,41.471,28.258,INTERMEDIATE,10.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.5,57.490915572933595,21.850695111111108,4.705168660392328,-3.1740158323629237,1.5813168728183,26221.928906250003,14109.933361073085,7087.0078125,13789.152601730508,20957.31632236893,12
0 days 00:33:07.016000,TSU,22,AlphaTauri,101.893,9.0,1.0,32.062,41.511,28.32,INTERMEDIATE,9.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.5,57.175332705402816,36.02777777777777,4.795683545538752,-3.73397365349825,1.3085456441753565,26221.928906250003,14027.25208988536,7087.0078125,13818.64046046297,20925.226411834865,13
0 days 00:33:11.736000,RIC,3,McLaren,101.933,9.0,2.0,31.939,41.455,28.539,INTERMEDIATE,3.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,81.94444444444444,57.17639150746598,47.20000071111111,5.933598367166852,-2.923246030251994,1.2570320653430458,25869.96069637346,13969.116456500215,6991.881269290124,13568.168590750336,20723.04391462022,14
0 days 00:33:38.875000,OCO,31,Alpine,101.73,7.0,1.0,31.879,41.366,28.485,INTERMEDIATE,7.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.5,57.17936526066956,43.0,5.663432110339995,-2.9734025742412546,1.5731331992406417,26221.928906250003,13973.109561472253,7087.0078125,13936.959543185665,20964.967339021012,15
0 days 00:34:05.868000,ALB,23,Williams,102.078,10.0,2.0,32.277,41.487,28.314,INTERMEDIATE,4.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,84.16666666666667,56.99050517363411,27.5,5.040551742178267,-3.2027256682249163,1.3306462923347389,27292.102517361116,13958.876343084128,7376.243923611111,14484.74800135794,21671.765461630464,16
0 days 00:34:01.704000,MAG,20,Haas F1 Team,102.159,10.0,2.0,32.243,41.401,28.515,INTERMEDIATE,3.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.22222222222221,57.12908935444953,23.333333333333332,5.673956432377324,-3.183626428889545,1.3092482150687998,26045.647530864193,14221.899403472577,7039.364197530863,13266.878274258708,20876.669289817928,17
0 days 00:33:01.474000,VET,5,Aston Martin,102.666,8.0,2.0,32.02,41.838,28.808,INTERMEDIATE,6.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,82.77777777777777,56.77985717780144,45.74444444444445,6.813708955910846,-3.004956834365266,1.6050140434063327,26398.80482253086,13821.972731778349,7134.81211419753,13652.725652872277,20986.266137461418,18
0 days 00:33:57.673000,MSC,47,Haas F1 Team,102.708,10.0,2.0,32.201,41.857,28.65,INTERMEDIATE,3.0,True,14.4,20.4,False,88.0,2.4,202,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,81.94444444444444,56.5980428505731,33.243059555555554,6.01029117466313,-3.805172913206751,1.45584003213729,25869.96069637346,13955.107977876143,6991.881269290124,13278.015062577344,20737.949455332644,19
0 days 00:33:34.860000,STR,18,Aston Martin,103.43,9.0,2.0,32.708,42.224,28.498,INTERMEDIATE,2.0,True,14.5,20.4,False,88.0,2.0,207,5.891,18,3,4,2,2,5,2,5,4,C4,C3,C2,Silverstone,United Kingdom,2022,2022-07-03,81.66666666666667,56.36807034955466,35.402780444444446,4.808224352355515,-2.948400628263297,1.2978183367581908,25694.86840277778,13692.09665001073,6944.559027777778,13644.32574161664,20617.274419208206,20
0 days 01:35:59.197000,VER,1,Red Bull Racing,64.984,17.0,5.0,16.478,28.959,19.547,SOFT,2.0,True,18.5,33.1,False,35.0,1.5,256,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,89.44444444444444,66.01473863079009,54.166666666666664,6.547927714768139,-4.683339514174699,1.5692242545785868,30822.189081790122,18062.42622440051,8330.321373456789,16390.184655393965,23875.08316797351,1
0 days 01:35:44.219000,LEC,16,Ferrari,65.013,24.0,7.0,16.548,28.92,19.545,SOFT,3.0,False,18.5,33.1,False,35.0,1.5,256,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.33333333333333,66.14759349682528,54.44444444444444,6.656620820083488,-5.188783655023105,1.6345133444649955,30061.176736111112,17802.940387622537,8124.64236111111,15973.540531300587,23387.981840140605,2
0 days 01:35:53.161000,SAI,55,Ferrari,65.066,24.0,7.0,16.519,28.891,19.656,SOFT,3.0,False,18.5,33.1,False,35.0,1.5,256,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.88888888888889,66.00759090304489,53.33333333333333,6.5641961493220915,-5.333474932287152,1.7757115855192211,30440.493827160495,17984.082885361167,8227.16049382716,15792.04608282481,23662.11689767555,3
0 days 01:09:19.226000,RUS,63,Mercedes,65.431,21.0,5.0,16.55,29.199,19.682,SOFT,4.0,True,19.1,35.1,False,34.0,1.2,208,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,87.77777777777777,65.50355040390744,54.166666666666664,6.907064097464349,-4.4055504059371415,1.656409345010282,29684.23780864197,17733.539621332155,8022.76697530864,15411.074412007387,23188.304180270003,4
0 days 01:35:34.237000,OCO,31,Alpine,65.726,26.0,7.0,16.664,29.188,19.874,SOFT,3.0,False,18.5,33.1,False,35.0,1.5,256,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.33333333333333,65.47125544010933,53.61111111111111,6.833127352991647,-4.84022561250497,1.69291047759112,30061.176736111112,17753.9876217095,8124.64236111111,15336.5016982799,23401.130527554873,5
0 days 01:35:25.173000,MAG,20,Haas F1 Team,65.879,21.0,7.0,16.737,29.133,20.009,SOFT,3.0,False,18.5,33.1,False,35.0,1.5,256,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,87.77777777777777,65.2762346846802,33.61111111111111,6.728576459852054,-4.548161014817235,1.5348452626867368,29684.23780864197,17728.07608872694,8022.76697530864,14913.1122295549,23174.270329500396,6
0 days 01:35:29.141000,MSC,47,Haas F1 Team,66.011,21.0,7.0,16.686,29.091,20.234,SOFT,3.0,False,18.5,33.1,False,35.0,1.5,256,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.61111111111111,65.006368876212,50.25,6.509993371957098,-5.047019153824193,1.5988639178947925,30250.538011188273,17497.95768185445,8175.821084104939,15762.754887212623,23538.17744419546,7
0 days 00:33:32.219000,ALO,14,Alpine,66.016,7.0,2.0,16.704,29.243,20.069,SOFT,2.0,True,19.5,36.8,False,33.0,1.3,101,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,89.16666666666667,65.08579869681468,35.0,6.58441432472999,-4.140998171997928,1.8890009372932834,30631.04418402778,17656.92561462491,8278.66059027778,15975.730700098593,23828.7515559572,8
0 days 00:46:14.626000,HAM,44,Mercedes,65.475,12.0,3.0,16.502,29.213,19.76,SOFT,4.0,True,19.0,36.2,False,34.0,2.0,271,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.33333333333333,65.51935841800542,44.166666666666664,6.973502758924029,-4.674243338451614,1.8862525712060785,30061.176736111112,17581.563586631935,8124.64236111111,15687.722261983296,23490.995671170032,9
0 days 00:54:56.813000,GAS,10,AlphaTauri,66.16,19.0,6.0,16.763,29.436,19.961,SOFT,2.0,True,18.9,36.0,False,35.0,0.5,106,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.88888888888889,64.81280898211652,36.03819466666666,6.525702113250897,-4.772670921704806,1.7267856047205212,30440.493827160495,17666.415415685653,8227.16049382716,15890.479437869892,23363.419625319024,10
0 days 00:54:22.249000,ALB,23,Williams,66.23,14.0,5.0,16.669,29.384,20.177,SOFT,2.0,True,18.9,36.0,False,35.0,0.5,106,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,89.44444444444444,64.71364544688315,30.833333333333332,6.4628085755498965,-5.933551834813572,2.0101176702635186,30822.189081790122,17272.78744311598,8330.321373456789,16094.545028561572,23761.120407438073,11
0 days 00:47:58.511000,BOT,77,Alfa Romeo,66.319,10.0,3.0,16.882,29.379,20.058,SOFT,2.0,True,18.9,36.0,False,35.0,3.2,272,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.05555555555556,65.02032174206612,33.59722311111111,6.4080555014851015,-6.551525642296213,1.5864024968515278,29872.410001929013,17582.19579612147,8073.6243248456785,15079.909383143582,23343.132435065556,12
0 days 01:07:34.449000,PER,11,Red Bull Racing,65.404,20.0,5.0,16.455,29.113,19.836,SOFT,2.0,True,19.1,35.7,False,33.0,1.0,0,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,90.0,65.63991614739975,32.70138844444445,6.667455287717566,-5.460103717829589,1.5982078290946795,31206.2625,17663.718153289814,8434.125,16223.390401367751,24073.877484269862,13
0 days 00:33:08.102000,TSU,22,AlphaTauri,66.463,10.0,3.0,16.73,29.639,20.094,SOFT,2.0,True,19.5,36.8,False,33.0,1.3,101,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.88888888888889,64.65386206426722,41.5,6.957583455106304,-5.210897792308052,2.125544813594465,30440.493827160495,17422.844164798407,8227.16049382716,16289.329410760276,23655.562331372406,14
0 days 00:29:24.654000,NOR,4,McLaren,66.33,8.0,2.0,16.768,29.38,20.182,SOFT,2.0,True,19.1,36.7,False,34.0,1.0,328,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.33333333333333,64.59712563113578,33.61111111111111,6.986819878021543,-4.919505236898086,2.089897169258161,30061.176736111112,17323.4087556503,8124.64236111111,15687.461245189746,23309.7752408412,15
0 days 00:33:28.037000,RIC,3,McLaren,66.613,9.0,3.0,16.81,29.553,20.25,SOFT,2.0,True,19.5,36.8,False,33.0,1.3,101,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,89.16666666666667,64.42869897643017,32.349537185185184,6.8094099392551115,-5.240353513693853,1.969156921015149,30631.04418402778,17014.861994669787,8278.66059027778,15982.898369616832,23812.066049944275,16
0 days 00:33:39.113000,STR,18,Aston Martin,66.847,11.0,2.0,17.055,29.54,20.252,SOFT,5.0,True,19.5,36.8,False,33.0,1.3,101,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.05555555555556,64.08657814947057,33.888888888888886,6.963770223064677,-4.378373602810741,1.595657456535247,29872.410001929013,17053.4575960274,8073.6243248456785,15842.491658504001,23312.664194235593,17
0 days 00:32:55.301000,ZHO,24,Alfa Romeo,66.901,8.0,2.0,16.916,29.631,20.354,SOFT,2.0,True,19.5,37.0,False,33.0,0.5,86,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,88.61111111111111,64.26482385234002,49.72222222222222,6.037572793689827,-4.560215777083491,1.8780950559308527,30250.538011188273,17409.703312582107,8175.821084104939,15312.769205435116,23512.16810517551,18
0 days 00:33:16.257000,LAT,6,Williams,67.003,8.0,3.0,16.657,29.916,20.43,SOFT,2.0,True,19.5,36.8,False,33.0,1.3,101,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,89.72222222222221,64.01021904632768,50.27777777777778,5.788530493951804,-5.058213939605777,1.683689511571916,31013.928520447527,17066.793561940813,8382.142843364196,16132.139874427889,23877.21679709544,19
0 days 00:29:19.640000,VET,5,Aston Martin,67.083,8.0,2.0,16.827,29.764,20.492,SOFT,2.0,True,19.1,36.7,False,34.0,1.0,328,4.318,10,2,3,3,3,3,3,3,3,C5,C4,C3,Spielberg,Austria,2022,2022-07-10,86.66666666666667,63.97387053008325,50.5613437037037,6.75134008634059,-4.2187416843725405,1.62057921608444,28937.49444444445,16867.16237295863,7820.944444444445,15495.658519903925,22720.018613562766,20
0 days 01:15:07.460000,RUS,63,Mercedes,77.377,22.0,6.0,28.038,27.428,21.911,SOFT,2.0,True,22.3,31.3,False,69.0,3.2,272,4.381,14,4,3,3,4,3,3,3,5,C5,C4,C3,Budapest,Hungary,2022,2022-07-31,86.66666666666667,55.942074535087436,37.5,5.718134923378449,-4.28913153389191,1.6814485024218944,28937.49444444445,13186.708493763932,7820.944444444445,15315.826191182272,22727.433591335346,1
